smiles, logK
[H]OC([H])([H])C1=C2[O-]->[Cu+2]<-O=C2C([H])=C([H])O1, 7.17
[H]OC([H])([H])C1=C2[O-]->[Lu+3]<-O=C2C([H])=C([H])O1, 7.09
[H]OC([H])([H])C1=C2[O-]->[Er+3]<-O=C2C([H])=C([H])O1, 6.97
[H]OC([H])([H])C1=C2[O-]->[V+2]<-O=C2C([H])=C([H])O1, 8.15
[H]OC([H])([H])C1=C2[O-]->[Mn+2]<-O=C2C([H])=C([H])O1, 4.40
[H]OC([H])([H])C1=C2[O-]->[Eu+3]<-O=C2C([H])=C([H])O1, 6.78
[H]OC([H])([H])C1=C2[O-]->[Be+2]<-O=C2C([H])=C([H])O1, 5.65
[H]OC([H])([H])C1=C2[O-]->[Co+2]<-O=C2C([H])=C([H])O1, 5.17
[H]OC([H])([H])C1=C2[O-]->[Pr+3]<-O=C2C([H])=C([H])O1, 6.25
[H]OC([H])([H])C1=C2[O-]->[Yb+3]<-O=C2C([H])=C([H])O1, 7.12
[H]OC([H])([H])C1=C2[O-]->[Dy+3]<-O=C2C([H])=C([H])O1, 7.00
[H]OC([H])([H])C1=C2[O-]->[Gd+3]<-O=C2C([H])=C([H])O1, 6.49
[H]OC([H])([H])C1=C2[O-]->[Zn+2]<-O=C2C([H])=C([H])O1, 5.54
[H]OC([H])([H])C1=C2[O-]->[Ce+3]<-O=C2C([H])=C([H])O1, 6.23
[H]OC([H])([H])C1=C2[O-]->[Al+3]<-O=C2C([H])=C([H])O1, 8.35
[H]OC([H])([H])C1=C2[O-]->[Sm+3]<-O=C2C([H])=C([H])O1, 6.66
[H]OC([H])([H])C1=C2[O-]->[Ni+2]<-O=C2C([H])=C([H])O1, 5.41
[H]OC([H])([H])C1=C2[O-]->[U+2]<-O=C2C([H])=C([H])O1, 7.68
[H]OC([H])([H])C1=C2[O-]->[Fe+3]<-O=C2C([H])=C([H])O1, 11.00
[H]OC([H])([H])C1=C2[O-]->[Y+3]<-O=C2C([H])=C([H])O1, 6.52
[H]OC([H])([H])C1=C2[O-]->[Mg+2]<-O=C2C([H])=C([H])O1, 3.35
[H]OC([H])([H])C1=C2[O-]->[Ho+3]<-O=C2C([H])=C([H])O1, 6.96
[H]OC([H])([H])C1=C2[O-]->[La+3]<-O=C2C([H])=C([H])O1, 5.94
[H]OC([H])([H])C1=C2[O-]->[Nd+3]<-O=C2C([H])=C([H])O1, 6.35
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Fe+3]<-[O-]C2=O, 17.68
[H]c1c([H])c([H])c2c(c1[H])[O-]->[U+2]<-[O-]C2=O, 13.37
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Cd+2]<-[O-]C2=O, 6.45
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Y+3]<-[O-]C2=O, 10.03
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Mg+2]<-[O-]C2=O, 6.18
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Fe+2]<-[O-]C2=O, 7.45
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ca+2]<-[O-]C2=O, 6.61
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ni+2]<-[O-]C2=O, 7.95
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Cr+3]<-[O-]C2=O, 13.85
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Zn+2]<-[O-]C2=O, 7.88
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ga+3]<-[O-]C2=O, 15.85
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Pr+3]<-[O-]C2=O, 9.34
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Mn+2]<-[O-]C2=O, 7.35
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Sc+3]<-[O-]C2=O, 15.55
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Cu+2]<-[O-]C2=O, 11.50
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Th+4]<-[O-]C2=O, 17.25
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Sm+3]<-[O-]C2=O, 9.78
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Al+3]<-[O-]C2=O, 14.18
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Nd+3]<-[O-]C2=O, 9.67
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Cr+2]<-[O-]C2=O, 9.31
[H]c1c([H])c([H])c2c(c1[H])[O-]->[V+2]<-[O-]C2=O, 14.39
[H]c1c([H])c([H])c2c(c1[H])[O-]->[La+3]<-[O-]C2=O, 8.93
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Co+2]<-[O-]C2=O, 7.89
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ce+3]<-[O-]C2=O, 9.14
[H]c1c([H])c([H])c2c(c1[H])[O-]->[In+3]<-[O-]C2=O, 15.63
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Be+2]<-[O-]C2=O, 13.52
[H]C1=C(C([H])([H])[H])[O-]->[Pb+2]<-O=C1C([H])([H])[H], 5.08
[H]C1=C(C([H])([H])[H])[O-]->[Ho+3]<-O=C1C([H])([H])[H], 6.60
[H]C1=C(C([H])([H])[H])[O-]->[Mg+2]<-O=C1C([H])([H])[H], 3.76
[H]C1=C(C([H])([H])[H])[O-]->[In+3]<-O=C1C([H])([H])[H], 8.53
[H]C1=C(C([H])([H])[H])[O-]->[Pd+2]<-O=C1C([H])([H])[H], 16.40
[H]C1=C(C([H])([H])[H])[O-]->[Tm+3]<-O=C1C([H])([H])[H], 6.79
[H]C1=C(C([H])([H])[H])[O-]->[Tb+3]<-O=C1C([H])([H])[H], 6.58
[H]C1=C(C([H])([H])[H])[O-]->[Ba+2]<-O=C1C([H])([H])[H], 2.15
[H]C1=C(C([H])([H])[H])[O-]->[Cr+3]<-O=C1C([H])([H])[H], 11.06
[H]C1=C(C([H])([H])[H])[O-]->[U+2]<-O=C1C([H])([H])[H], 7.49
[H]C1=C(C([H])([H])[H])[O-]->[V+2]<-O=C1C([H])([H])[H], 9.01
[H]C1=C(C([H])([H])[H])[O-]->[Nd+3]<-O=C1C([H])([H])[H], 5.87
[H]C1=C(C([H])([H])[H])[O-]->[Dy+3]<-O=C1C([H])([H])[H], 6.72
[H]C1=C(C([H])([H])[H])[O-]->[Pr+3]<-O=C1C([H])([H])[H], 5.81
[H]C1=C(C([H])([H])[H])[O-]->[Eu+3]<-O=C1C([H])([H])[H], 6.30
[H]C1=C(C([H])([H])[H])[O-]->[Lu+3]<-O=C1C([H])([H])[H], 6.81
[H]C1=C(C([H])([H])[H])[O-]->[Cu+2]<-O=C1C([H])([H])[H], 8.38
[H]C1=C(C([H])([H])[H])[O-]->[Zn+2]<-O=C1C([H])([H])[H], 5.21
[H]C1=C(C([H])([H])[H])[O-]->[Ce+3]<-O=C1C([H])([H])[H], 5.63
[H]C1=C(C([H])([H])[H])[O-]->[Cd+2]<-O=C1C([H])([H])[H], 3.89
[H]C1=C(C([H])([H])[H])[O-]->[Fe+3]<-O=C1C([H])([H])[H], 9.72
[H]C1=C(C([H])([H])[H])[O-]->[Sm+3]<-O=C1C([H])([H])[H], 6.26
[H]C1=C(C([H])([H])[H])[O-]->[Ga+3]<-O=C1C([H])([H])[H], 9.49
[H]C1=C(C([H])([H])[H])[O-]->[U+4]<-O=C1C([H])([H])[H], 9.70
[H]C1=C(C([H])([H])[H])[O-]->[Y+3]<-O=C1C([H])([H])[H], 6.64
[H]C1=C(C([H])([H])[H])[O-]->[Sc+3]<-O=C1C([H])([H])[H], 8.69
[H]C1=C(C([H])([H])[H])[O-]->[Er+3]<-O=C1C([H])([H])[H], 6.66
[H]C1=C(C([H])([H])[H])[O-]->[Fe+2]<-O=C1C([H])([H])[H], 5.36
[H]C1=C(C([H])([H])[H])[O-]->[Th+4]<-O=C1C([H])([H])[H], 8.69
[H]C1=C(C([H])([H])[H])[O-]->[Sr+2]<-O=C1C([H])([H])[H], 2.20
[H]C1=C(C([H])([H])[H])[O-]->[Ca+2]<-O=C1C([H])([H])[H], 2.77
[H]C1=C(C([H])([H])[H])[O-]->[Al+3]<-O=C1C([H])([H])[H], 8.74
[H]C1=C(C([H])([H])[H])[O-]->[Yb+3]<-O=C1C([H])([H])[H], 6.65
[H]C1=C(C([H])([H])[H])[O-]->[Co+2]<-O=C1C([H])([H])[H], 5.57
[H]C1=C(C([H])([H])[H])[O-]->[Cr+2]<-O=C1C([H])([H])[H], 6.57
[H]C1=C(C([H])([H])[H])[O-]->[Be+2]<-O=C1C([H])([H])[H], 7.94
[H]C1=C(C([H])([H])[H])[O-]->[Ni+2]<-O=C1C([H])([H])[H], 6.10
[H]C1=C(C([H])([H])[H])[O-]->[La+3]<-O=C1C([H])([H])[H], 5.48
[H]C1=C(C([H])([H])[H])[O-]->[Gd+3]<-O=C1C([H])([H])[H], 6.49
[H]C1=C(C([H])([H])[H])[O-]->[Mn+2]<-O=C1C([H])([H])[H], 4.45
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Fe+2]<-n(c1[H])c2c34, 4.20
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Mn+2]<-n(c1[H])c2c34, 3.00
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Zn+2]<-n(c1[H])c2c34, 4.96
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Co+2]<-n(c1[H])c2c34, 5.10
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Ni+2]<-n(c1[H])c2c34, 5.95
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Cd+2]<-n(c1[H])c2c34, 5.15
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Cu+2]<-n(c1[H])c2c34, 7.40
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Cu+2]<-N1([H])[H], 10.58
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Ni+2]<-N1([H])[H], 7.37
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Zn+2]<-N1([H])[H], 5.80
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Cd+2]<-N1([H])[H], 5.42
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Ag+]<-N1([H])[H], 5.52
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Pb+2]<-N1([H])[H], 5.06
[H]C([H])([H])C1([H])C([H])([H])N([H])([H])->[Co+2]<-N1([H])[H], 6.41
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])N([H])([H])->[Mn+2]<-N1([H])[H], 2.64
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])N([H])([H])->[Zn+2]<-N1([H])[H], 5.45
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])N([H])([H])->[Ni+2]<-N1([H])[H], 6.83
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])N([H])([H])->[Cu+2]<-N1([H])[H], 10.56
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])N([H])([H])->[Co+2]<-N1([H])[H], 4.84
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])N([H])([H])->[Pb+2]<-N1([H])[H], 5.45
[H]c1c([H])c([H])c(O2->[Th+4]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 4.96
[H]c1c([H])c([H])c(O2->[Cd+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.45
[H]c1c([H])c([H])c(O2->[U+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 2.95
[H]c1c([H])c([H])c(O2->[Zn+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.10
[H]c1c([H])c([H])c(O2->[Ca+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.09
[H]c1c([H])c([H])c(O2->[Mg+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.04
[H]c1c([H])c([H])c(O2->[K+]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 0.05
[H]c1c([H])c([H])c(O2->[Na+]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 0.07
[H]c1c([H])c([H])c(O2->[Ni+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 0.75
[H]c1c([H])c([H])c(O2->[Ag+]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.02
[H]c1c([H])c([H])c(O2->[Li+]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 0.16
[H]c1c([H])c([H])c(O2->[Cu+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.86
[H]c1c([H])c([H])c(O2->[Pb+2]<-[O-]C(=O)C2([H])[H])c([H])c1[H], 1.85
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Ni+2]<-N2([H])[H], 7.93
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Cu+2]<-N2([H])[H], 11.26
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Co+2]<-N2([H])[H], 6.37
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Cd+2]<-N2([H])[H], 5.83
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Zn+2]<-N2([H])[H], 6.31
[H][O-]->[U+2], 8.20
[H][O-]->[Al+3], 9.01
[H][O-]->[Be+2], 8.60
[H][O-]->[Sm+3], 6.29
[H][O-]->[Y+3], 6.29
[H][O-]->[Fe+2], 4.60
[H][O-]->[Pr+3], 6.08
[H][O-]->[Cu+2], 6.50
[H][O-]->[K+], -0.50
[H][O-]->[Fe+3], 11.81
[H][O-]->[Sc+3], 9.70
[H][O-]->[Ni+2], 4.10
[H][O-]->[Cr+3], 10.04
[H][O-]->[Ba+2], 0.60
[H][O-]->[Dy+3], 6.53
[H][O-]->[Li+], 0.36
[H][O-]->[Sr+2], 0.80
[H][O-]->[Gd+3], 6.28
[H][O-]->[Ag+], 2.00
[H][O-]->[Mg+2], 2.80
[H][O-]->[Ga+3], 11.47
[H][O-]->[Cd+2], 3.90
[H][O-]->[Na+], 0.10
[H][O-]->[Er+3], 6.64
[H][O-]->[Tb+3], 6.47
[H][O-]->[Pb+2], 6.40
[H][O-]->[Hg+2], 10.60
[H][O-]->[Tm+3], 6.68
[H][O-]->[Mn+2], 3.40
[H][O-]->[Co+2], 4.30
[H][O-]->[Ca+2], 1.30
[H][O-]->[U+4], 13.30
[H][O-]->[Yb+3], 6.71
[H][O-]->[Pu+2], 8.40
[H][O-]->[La+3], 5.53
[H][O-]->[Th+4], 10.80
[H][O-]->[Nd+3], 6.20
[H][O-]->[Zn+2], 5.00
[H][O-]->[Ho+3], 6.59
[H][O-]->[Eu+3], 6.32
[H][O-]->[Pu+4], 13.04
[H][O-]->[Lu+3], 6.73
[H][O-]->[V+2], 8.30
[H][O-]->[In+3], 10.10
[H][O-]->[Pd+2], 13.00
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Ag+]<-n(c1[H])c2c34, 5.01
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Cd+2]<-n(c1[H])c2c34, 5.71
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Fe+2]<-n(c1[H])c2c34, 5.85
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Fe+3]<-n(c1[H])c2c34, 6.50
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Hg+2]<-n(c1[H])c2c34, 9.85
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Zn+2]<-n(c1[H])c2c34, 6.42
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[V+2]<-n(c1[H])c2c34, 5.68
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Cu+2]<-n(c1[H])c2c34, 9.21
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Co+2]<-n(c1[H])c2c34, 7.18
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Ga+3]<-n(c1[H])c2c34, 5.58
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Ca+2]<-n(c1[H])c2c34, 1.15
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[U+2]<-n(c1[H])c2c34, 3.90
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Ba+2]<-n(c1[H])c2c34, 0.64
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Ni+2]<-n(c1[H])c2c34, 8.71
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Pb+2]<-n(c1[H])c2c34, 4.71
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[In+3]<-n(c1[H])c2c34, 5.61
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Mg+2]<-n(c1[H])c2c34, 1.61
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Sr+2]<-n(c1[H])c2c34, 0.89
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c([H])n4->[Mn+2]<-n(c1[H])c2c34, 4.06
[H]c1c([H])c([H])c2c(c1[H])[O-]->[U+2]<-[O-]2, 16.40
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Cu+2]<-[O-]2, 14.67
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Sm+3]<-[O-]2, 11.16
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Gd+3]<-[O-]2, 11.60
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Fe+3]<-[O-]2, 21.33
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ca+2]<-[O-]2, 4.54
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Sc+3]<-[O-]2, 18.39
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ga+3]<-[O-]2, 20.23
[H]c1c([H])c([H])c2c(c1[H])[O-]->[V+2]<-[O-]2, 18.13
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Be+2]<-[O-]2, 15.11
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Cd+2]<-[O-]2, 9.10
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Pr+3]<-[O-]2, 10.60
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Zn+2]<-[O-]2, 10.60
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Nd+3]<-[O-]2, 11.09
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Dy+3]<-[O-]2, 12.01
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Fe+2]<-[O-]2, 9.17
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Co+2]<-[O-]2, 9.45
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Mg+2]<-[O-]2, 6.37
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Tb+3]<-[O-]2, 11.72
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ce+3]<-[O-]2, 10.52
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Ni+2]<-[O-]2, 9.73
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Mn+2]<-[O-]2, 8.51
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Th+4]<-[O-]2, 19.26
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Y+3]<-[O-]2, 11.45
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Eu+3]<-[O-]2, 11.33
[H]c1c([H])c([H])c2c(c1[H])[O-]->[La+3]<-[O-]2, 10.27
[H]c1c([H])c([H])c2c(c1[H])[O-]->[Al+3]<-[O-]2, 17.91
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[La+3]<-O=C12, 6.89
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Eu+3]<-O=C12, 7.77
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Cu+2]<-O=C12, 8.79
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Tb+3]<-O=C12, 7.82
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Tm+3]<-O=C12, 8.27
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Ce+3]<-O=C12, 7.23
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Zn+2]<-O=C12, 6.29
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Lu+3]<-O=C12, 8.36
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Pr+3]<-O=C12, 7.33
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Y+3]<-O=C12, 7.85
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Ho+3]<-O=C12, 8.08
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Gd+3]<-O=C12, 7.71
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Pb+2]<-O=C12, 7.15
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Mg+2]<-O=C12, 4.27
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Sm+3]<-O=C12, 7.58
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Ni+2]<-O=C12, 6.42
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Dy+3]<-O=C12, 7.90
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Be+2]<-O=C12, 7.85
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Nd+3]<-O=C12, 7.44
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Ca+2]<-O=C12, 3.51
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Co+2]<-O=C12, 6.04
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Sr+2]<-O=C12, 2.90
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Er+3]<-O=C12, 8.21
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[U+2]<-O=C12, 8.79
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Th+4]<-O=C12, 10.51
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Mn+2]<-O=C12, 5.05
