smiles, logK
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Sc+3]<-O=C12, 7.50
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Yb+3]<-O=C12, 8.52
[H]C1=C([H])C([H])=C([H])C([H])=C2[O-]->[Cd+2]<-O=C12, 5.05
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Cd+2]<-N2([H])[H], 5.76
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Cu+2]<-N2([H])[H], 10.80
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Ni+2]<-N2([H])[H], 7.27
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Zn+2]<-N2([H])[H], 6.03
[H]C1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])N([H])([H])->[Co+2]<-N2([H])[H], 5.79
[H]c1c([H])c([H])n2->[Ni+2]<-O([H])C([H])([H])c2c1[H], 2.84
[H]c1c([H])c([H])n2->[Mn+2]<-O([H])C([H])([H])c2c1[H], 1.00
[H]c1c([H])c([H])n2->[Cd+2]<-O([H])C([H])([H])c2c1[H], 1.70
[H]c1c([H])c([H])n2->[Ag+]<-O([H])C([H])([H])c2c1[H], 2.14
[H]c1c([H])c([H])n2->[Cu+2]<-O([H])C([H])([H])c2c1[H], 3.65
[H]c1c([H])c([H])n2->[Zn+2]<-O([H])C([H])([H])c2c1[H], 1.90
[H]c1c([H])c([H])n2->[Co+2]<-O([H])C([H])([H])c2c1[H], 2.10
[H]c1c([H])c([H])n2->[Zn+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 2.81
[H]c1c([H])c([H])n2->[Cd+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 3.04
[H]c1c([H])c([H])n2->[Ag+]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 3.33
[H]c1c([H])c([H])n2->[Co+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 3.46
[H]c1c([H])c([H])n2->[Cu+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 6.70
[H]c1c([H])c([H])n2->[Ni+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 5.02
[H]c1c([H])c([H])n2->[Hg+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H], 7.80
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Mn+2]<-[O-]C2=O, 6.55
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Cu+2]<-[O-]C2=O, 10.93
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[V+2]<-[O-]C2=O, 12.43
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Fe+3]<-[O-]C2=O, 17.07
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Fe+2]<-[O-]C2=O, 7.25
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ni+2]<-[O-]C2=O, 7.81
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Er+3]<-[O-]C2=O, 10.06
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Al+3]<-[O-]C2=O, 14.65
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Zn+2]<-[O-]C2=O, 7.40
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Y+3]<-[O-]C2=O, 9.51
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Tb+3]<-[O-]C2=O, 9.91
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Eu+3]<-[O-]C2=O, 9.48
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Cr+3]<-[O-]C2=O, 12.23
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Nd+3]<-[O-]C2=O, 9.38
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[La+3]<-[O-]C2=O, 8.83
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ba+2]<-[O-]C2=O, 4.03
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[In+3]<-[O-]C2=O, 13.47
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Cr+2]<-[O-]C2=O, 8.49
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Gd+3]<-[O-]C2=O, 9.69
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Mg+2]<-[O-]C2=O, 6.05
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Th+4]<-[O-]C2=O, 15.97
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Sc+3]<-[O-]C2=O, 13.25
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ga+3]<-[O-]C2=O, 14.68
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ce+3]<-[O-]C2=O, 9.02
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Pu+2]<-[O-]C2=O, 11.30
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Dy+3]<-[O-]C2=O, 10.07
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Co+2]<-[O-]C2=O, 7.84
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ho+3]<-[O-]C2=O, 10.17
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Tm+3]<-[O-]C2=O, 10.20
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Pr+3]<-[O-]C2=O, 9.23
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ca+2]<-[O-]C2=O, 4.42
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Be+2]<-[O-]C2=O, 12.95
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[U+2]<-[O-]C2=O, 12.43
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Cd+2]<-[O-]C2=O, 6.00
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Yb+3]<-[O-]C2=O, 10.22
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Sm+3]<-[O-]C2=O, 9.73
[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Lu+3]<-[O-]C2=O, 10.27
[H]c1c([H])c([H])n2->[Cd+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 4.64
[H]c1c([H])c([H])n2->[Zn+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 4.58
[H]c1c([H])c([H])n2->[Hg+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 10.07
[H]c1c([H])c([H])n2->[Ni+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 6.23
[H]c1c([H])c([H])n2->[Cu+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 8.00
[H]c1c([H])c([H])n2->[Co+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 5.34
[H]c1c([H])c([H])n2->[Fe+2]<-n3c([H])c([H])n([H])c3-c2c1[H], 4.10
[H]C1=C([H])C2=O->[Sm+3]<-[O-]C2=C(C([H])([H])[H])O1, 7.18
[H]C1=C([H])C2=O->[Y+3]<-[O-]C2=C(C([H])([H])[H])O1, 7.08
[H]C1=C([H])C2=O->[Pr+3]<-[O-]C2=C(C([H])([H])[H])O1, 6.53
[H]C1=C([H])C2=O->[Nd+3]<-[O-]C2=C(C([H])([H])[H])O1, 6.68
[H]C1=C([H])C2=O->[Gd+3]<-[O-]C2=C(C([H])([H])[H])O1, 6.97
[H]C1=C([H])C2=O->[Cu+2]<-[O-]C2=C(C([H])([H])[H])O1, 8.33
[H]C1=C([H])C2=O->[Dy+3]<-[O-]C2=C(C([H])([H])[H])O1, 7.32
[H]C1=C([H])C2=O->[Be+2]<-[O-]C2=C(C([H])([H])[H])O1, 6.37
[H]C1=C([H])C2=O->[Fe+3]<-[O-]C2=C(C([H])([H])[H])O1, 12.17
[H]C1=C([H])C2=O->[Al+3]<-[O-]C2=C(C([H])([H])[H])O1, 8.79
[H]C1=C([H])C2=O->[La+3]<-[O-]C2=C(C([H])([H])[H])O1, 6.16
[H]C1=C([H])C2=O->[Yb+3]<-[O-]C2=C(C([H])([H])[H])O1, 7.73
[H]C1=C([H])C2=O->[Eu+3]<-[O-]C2=C(C([H])([H])[H])O1, 7.39
[H]C1=C([H])C2=O->[Er+3]<-[O-]C2=C(C([H])([H])[H])O1, 7.63
[H]C1=C([H])C2=O->[Zn+2]<-[O-]C2=C(C([H])([H])[H])O1, 6.15
[H]C1=C([H])C2=O->[U+2]<-[O-]C2=C(C([H])([H])[H])O1, 8.69
[H]C1=C([H])C2=O->[Ni+2]<-[O-]C2=C(C([H])([H])[H])O1, 6.05
[H]C1=C([H])C2=O->[V+2]<-[O-]C2=C(C([H])([H])[H])O1, 8.28
[H]C1([H])C(=O)[O-]->[Cr+2]<-N1([H])[H], 4.82
[H]C1([H])C(=O)[O-]->[La+3]<-N1([H])[H], 3.84
[H]C1([H])C(=O)[O-]->[Mg+2]<-N1([H])[H], 2.34
[H]C1([H])C(=O)[O-]->[Ag+]<-N1([H])[H], 3.84
[H]C1([H])C(=O)[O-]->[Co+2]<-N1([H])[H], 5.25
[H]C1([H])C(=O)[O-]->[Fe+2]<-N1([H])[H], 4.42
[H]C1([H])C(=O)[O-]->[Ga+3]<-N1([H])[H], 10.00
[H]C1([H])C(=O)[O-]->[Sc+3]<-N1([H])[H], 8.18
[H]C1([H])C(=O)[O-]->[In+3]<-N1([H])[H], 8.91
[H]C1([H])C(=O)[O-]->[Th+4]<-N1([H])[H], 10.38
[H]C1([H])C(=O)[O-]->[Ca+2]<-N1([H])[H], 1.42
[H]C1([H])C(=O)[O-]->[Cr+3]<-N1([H])[H], 9.21
[H]C1([H])C(=O)[O-]->[Sr+2]<-N1([H])[H], 0.93
[H]C1([H])C(=O)[O-]->[V+2]<-N1([H])[H], 6.66
[H]C1([H])C(=O)[O-]->[Cd+2]<-N1([H])[H], 4.69
[H]C1([H])C(=O)[O-]->[Pb+2]<-N1([H])[H], 5.49
[H]C1([H])C(=O)[O-]->[Be+2]<-N1([H])[H], 7.19
[H]C1([H])C(=O)[O-]->[Cu+2]<-N1([H])[H], 8.57
[H]C1([H])C(=O)[O-]->[Ni+2]<-N1([H])[H], 6.23
[H]C1([H])C(=O)[O-]->[Zn+2]<-N1([H])[H], 5.54
[H]C1([H])C(=O)[O-]->[U+2]<-N1([H])[H], 8.03
[H]C1([H])C(=O)[O-]->[Mn+2]<-N1([H])[H], 3.19
[H]O1->[Cu+2]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.25
[H]O1->[Er+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.74
[H]O1->[Lu+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.89
[H]O1->[Ce+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.18
[H]O1->[Nd+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.34
[H]O1->[Ho+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.69
[H]O1->[Pm+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.40
[H]O1->[Cd+2]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 1.90
[H]O1->[Pr+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.28
[H]O1->[Co+2]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 2.02
[H]O1->[Ni+2]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 2.27
[H]O1->[Yb+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.85
[H]O1->[Dy+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.65
[H]O1->[Tm+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.78
[H]O1->[La+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.04
[H]O1->[Sm+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.46
[H]O1->[Tb+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.57
[H]O1->[Eu+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.47
[H]O1->[Zn+2]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 2.34
[H]O1->[Y+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.67
[H]O1->[Gd+3]<-[O-]C(=O)C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H], 3.51
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Hg+2]<-N1([H])[H], 9.49
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Cd+2]<-N1([H])[H], 4.16
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Co+2]<-N1([H])[H], 4.55
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Cu+2]<-N1([H])[H], 8.71
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Fe+3]<-N1([H])[H], 11.22
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Ni+2]<-N1([H])[H], 5.71
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Fe+2]<-N1([H])[H], 4.09
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[U+2]<-N1([H])[H], 8.17
[H]C([H])([H])C1(C([H])([H])[H])C(=O)[O-]->[Zn+2]<-N1([H])[H], 5.11
[H]C([H])([H])C1([H])C(=O)[O-]->[Cd+2]<-N1([H])[H], 4.80
[H]C([H])([H])C1([H])C(=O)[O-]->[Be+2]<-N1([H])[H], 7.30
[H]C([H])([H])C1([H])C(=O)[O-]->[Pb+2]<-N1([H])[H], 4.86
[H]C([H])([H])C1([H])C(=O)[O-]->[Fe+2]<-N1([H])[H], 3.64
[H]C([H])([H])C1([H])C(=O)[O-]->[Mg+2]<-N1([H])[H], 1.96
[H]C([H])([H])C1([H])C(=O)[O-]->[Ca+2]<-N1([H])[H], 1.30
[H]C([H])([H])C1([H])C(=O)[O-]->[Sc+3]<-N1([H])[H], 8.37
[H]C([H])([H])C1([H])C(=O)[O-]->[Fe+3]<-N1([H])[H], 11.29
[H]C([H])([H])C1([H])C(=O)[O-]->[Cu+2]<-N1([H])[H], 8.56
[H]C([H])([H])C1([H])C(=O)[O-]->[U+2]<-N1([H])[H], 8.26
[H]C([H])([H])C1([H])C(=O)[O-]->[Th+4]<-N1([H])[H], 9.84
[H]C([H])([H])C1([H])C(=O)[O-]->[Sr+2]<-N1([H])[H], 0.73
[H]C([H])([H])C1([H])C(=O)[O-]->[Mn+2]<-N1([H])[H], 3.05
[H]C([H])([H])C1([H])C(=O)[O-]->[La+3]<-N1([H])[H], 4.45
[H]C([H])([H])C1([H])C(=O)[O-]->[Cr+3]<-N1([H])[H], 9.71
[H]C([H])([H])C1([H])C(=O)[O-]->[Ag+]<-N1([H])[H], 4.19
[H]C([H])([H])C1([H])C(=O)[O-]->[Zn+2]<-N1([H])[H], 5.34
[H]C([H])([H])C1([H])C(=O)[O-]->[Co+2]<-N1([H])[H], 4.98
[H]C([H])([H])C1([H])C(=O)[O-]->[In+3]<-N1([H])[H], 9.18
[H]C([H])([H])C1([H])C(=O)[O-]->[Y+3]<-N1([H])[H], 5.88
[H]C([H])([H])C1([H])C(=O)[O-]->[Ni+2]<-N1([H])[H], 5.98
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Er+3]<-[O-]C1=O, 5.24
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[La+3]<-[O-]C1=O, 5.06
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Ho+3]<-[O-]C1=O, 5.26
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Nd+3]<-[O-]C1=O, 5.23
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Pr+3]<-[O-]C1=O, 5.23
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[V+2]<-[O-]C1=O, 7.23
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Yb+3]<-[O-]C1=O, 5.29
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Sm+3]<-[O-]C1=O, 5.31
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Ni+2]<-[O-]C1=O, 2.70
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Cu+2]<-[O-]C1=O, 4.30
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Tb+3]<-[O-]C1=O, 5.33
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Sr+2]<-[O-]C1=O, 2.34
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Tm+3]<-[O-]C1=O, 5.26
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Ce+3]<-[O-]C1=O, 5.16
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Eu+3]<-[O-]C1=O, 5.34
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Gd+3]<-[O-]C1=O, 5.35
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Pb+2]<-[O-]C1=O, 4.20
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Y+3]<-[O-]C1=O, 5.17
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Lu+3]<-[O-]C1=O, 5.31
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Dy+3]<-[O-]C1=O, 5.28
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Sc+3]<-[O-]C1=O, 6.99
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Mn+2]<-[O-]C1=O, 2.81
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Ca+2]<-[O-]C1=O, 2.34
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Zn+2]<-[O-]C1=O, 2.70
[H]C1=C(C([H])([H])[H])C(=O)[O-]->[Cd+2]<-[O-]C1=O, 3.10
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Lu+3], 3.99
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Yb+3], 3.94
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Tm+3], 3.98
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Cu+2], 2.51
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Ce+3], 3.26
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Dy+3], 4.00
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Tb+3], 4.02
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Mn+2], 2.03
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[La+3], 3.96
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Er+3], 3.98
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Nd+3], 4.00
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Ho+3], 4.01
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Cr+3], 7.24
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Eu+3], 3.98
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Sm+3], 4.18
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[In+3], 3.04
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Pr+3], 4.08
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[U+2], 4.16
[H]/C(C(=O)[O-])=C(/[H])C(=O)[O-]->[Gd+3], 4.09
[H]c1c([H])c([H])n2->[Co+2]<-[O-]C(=O)C([H])([H])c2c1[H], 3.38
[H]c1c([H])c([H])n2->[Ni+2]<-[O-]C(=O)C([H])([H])c2c1[H], 4.19
[H]c1c([H])c([H])n2->[Hg+2]<-[O-]C(=O)C([H])([H])c2c1[H], 7.29
[H]c1c([H])c([H])n2->[Cd+2]<-[O-]C(=O)C([H])([H])c2c1[H], 2.71
[H]c1c([H])c([H])n2->[Cu+2]<-[O-]C(=O)C([H])([H])c2c1[H], 6.15
[H]c1c([H])c([H])n2->[Zn+2]<-[O-]C(=O)C([H])([H])c2c1[H], 2.80
[H]C([H])([H])N1([H])->[Fe+3]<-[O-]C(=O)C1([H])[H], 10.62
[H]C([H])([H])N1([H])->[Zn+2]<-[O-]C(=O)C1([H])[H], 4.97
[H]C([H])([H])N1([H])->[Pb+2]<-[O-]C(=O)C1([H])[H], 4.82
[H]C([H])([H])N1([H])->[Cd+2]<-[O-]C(=O)C1([H])[H], 4.04
[H]C([H])([H])N1([H])->[Ni+2]<-[O-]C(=O)C1([H])[H], 5.83
[H]C([H])([H])N1([H])->[Fe+2]<-[O-]C(=O)C1([H])[H], 4.13
[H]C([H])([H])N1([H])->[Co+2]<-[O-]C(=O)C1([H])[H], 4.52
[H]C([H])([H])N1([H])->[Ag+]<-[O-]C(=O)C1([H])[H], 3.30
[H]C([H])([H])N1([H])->[Cu+2]<-[O-]C(=O)C1([H])[H], 8.27
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Eu+3], 4.25
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Li+], 1.11
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Er+3], 4.67
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Mg+2], 2.29
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Sc+3], 5.02
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Nd+3], 4.28
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[U+2], 5.11
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Zn+2], 2.96
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Fe+3], 9.02
[H]C([H])(C(=O)[O-])C([H])([H])C(=O)[O-]->[Th+4], 8.79
